,整数位,小数位,LAMBDA
1005,-6,41550007624983 ,-6.415500076
1006,-3,59757001569321 ,-3.597570016
1007,-5,37560125409299 ,-5.375601254
1008,-8,76925516993304 ,-8.76925517
1009,-5,37719001720818 ,-5.377190017
1010,-8,76925584472074 ,-8.769255845
1011,-8,76925584472074 ,-8.769255845
1012,-8,76925584472074 ,-8.769255845
1013,-5,37510927942908 ,-5.375109279
1014,-5,9254343377103 ,-5.092543434
1015,-8,76925584472074 ,-8.769255845
1016,-6,41550196275099 ,-6.415501963
1017,-3,57942751357358 ,-3.579427514
1018,-3,2034671577749 ,-3.020346716
1019,-1,36291956657171 ,-1.362919567
1020,-5,75854174504546 ,-5.758541745
1021,-4,39126876656118 ,-4.391268767
1022,-8,76925584472074 ,-8.769255845
1023,-3,20266523069401 ,-3.202665231
1024,-6,41401582486746 ,-6.414015825
1025,-4,69056566346229 ,-4.690565663
1026,-8,76925584472074 ,-8.769255845
1027,-8,76925584472074 ,-8.769255845
1028,-6,41277639517722 ,-6.412776395
1029,-4,8679256217904 ,-4.086792562
1030,-3,24376803149082 ,-3.243768031
1031,-6,41550007624983 ,-6.415500076
1032,-2,1105852865758 ,-2.011058529
1033,-8,76925584472074 ,-8.769255845
1034,-8,76925584472074 ,-8.769255845
1035,-4,40891381254739 ,-4.408913813
1036,-2,37885431147252 ,-2.378854311
1037,-8,76925584472074 ,-8.769255845
1038,-8,76925584472074 ,-8.769255845
1039,-6,41114399510272 ,-6.411143995
1040,-6,41277639517722 ,-6.412776395
1041,-6,41550007624983 ,-6.415500076
1042,-4,87364665966515 ,-4.87364666
1043,-8,76925584472074 ,-8.769255845
1044,-5,75819034183429 ,-5.758190342
1045,-6,41056332069865 ,-6.410563321
1046,0,104582844578767 ,-1.045828446
1047,-6,40994226852237 ,-6.409942269
1048,-5,76023091508574 ,-5.760230915
1049,-6,41076936373693 ,-6.410769364
1050,-6,41185798703181 ,-6.411857987
1051,-8,76925584472074 ,-8.769255845
1052,-8,76925584472074 ,-8.769255845
1053,-4,67871715884305 ,-4.678717159
1054,-1,58709385349115 ,-1.587093853
1055,-8,76925584472074 ,-8.769255845
1056,-2,2105084697604 ,-2.021050847
1057,-2,13109479607066 ,-2.131094796
1058,-4,2448888628223 ,-4.024488886
1059,-5,37178962303828 ,-5.371789623
1060,-1,72100665195892 ,-1.721006652
1061,-5,9510415744488 ,-5.095104157
1062,-8,76925584472064 ,-8.769255845
1063,-6,41401582486746 ,-6.414015825
1064,-8,76925584472074 ,-8.769255845
1065,-8,76925584472074 ,-8.769255845
1066,-8,76925584472074 ,-8.769255845
1067,-5,74862455839181 ,-5.748624558
1068,-4,83976063256452 ,-4.839760633
1069,-8,76925584472074 ,-8.769255845
1070,-1,95587672576389 ,-1.955876726
1071,-2,3884033946871 ,-2.038840339
1072,-8,76925584472074 ,-8.769255845
1073,-3,76317383156526 ,-3.763173832
1074,-8,76925584469135 ,-8.769255845
1075,-8,76925584472074 ,-8.769255845
1076,-4,8950341475041 ,-4.089503415
1077,-8,76925584472074 ,-8.769255845
1078,-8,76925584472074 ,-8.769255845
1079,-4,8021279045063 ,-4.08021279
1080,-5,75624620449865 ,-5.756246204
1081,-8,76925584472074 ,-8.769255845
1082,-8,76925584472074 ,-8.769255845
1083,-8,76925584472074 ,-8.769255845
1084,-5,76449025307443 ,-5.764490253
1085,-8,76925584472064 ,-8.769255845
1086,-8,76925584472074 ,-8.769255845
1087,-4,8651453414879 ,-4.086514534
1088,-6,4106627954016 ,-6.04106628
1089,-3,6867232237715 ,-3.068672322
1090,-6,41401582486746 ,-6.414015825
1091,-4,69483620494552 ,-4.694836205
1092,-6,41145876494045 ,-6.411458765
1093,-8,76925584469138 ,-8.769255845
1094,-8,76925584472074 ,-8.769255845
1095,-1,89171130875236 ,-1.891711309
1096,-6,41401582486746 ,-6.414015825
1097,-8,76925584472064 ,-8.769255845
1098,-8,76925584472074 ,-8.769255845
1099,-8,76925584472074 ,-8.769255845
1100,-8,76925584472074 ,-8.769255845
1101,-5,76449025220405 ,-5.764490252
1102,-6,41327241001643 ,-6.41327241
1103,-4,54334300418149 ,-4.543343004
1104,-4,767641698025 ,-4.007676417
1105,-6,41185798703181 ,-6.411857987
1106,-6,40976287892969 ,-6.409762879
1107,-6,41401582486746 ,-6.414015825
1108,-6,41550004417744 ,-6.415500044
1109,-4,40450488841436 ,-4.404504888
1110,-5,37166285815419 ,-5.371662858
1111,-3,83732338264267 ,-3.837323383
1112,-8,76925584472074 ,-8.769255845
1113,-5,879874388479 ,-5.008798744
1114,-6,41550007624942 ,-6.415500076
1115,-4,69114645570987 ,-4.691146456
1116,-8,76925584472074 ,-8.769255845
1117,-3,97512039659701 ,-3.975120397
1118,-6,41327241000995 ,-6.41327241
1119,-8,76925584469132 ,-8.769255845
1120,-6,41114399510273 ,-6.411143995
1121,-6,41076936373693 ,-6.410769364
1122,-8,76925584472074 ,-8.769255845
1123,-5,75791100483337 ,-5.757911005
1124,-5,75775661438633 ,-5.757756614
1125,-8,76925584472074 ,-8.769255845
1126,-6,41240418622659 ,-6.412404186
1127,-6,40950473656417 ,-6.409504737
1128,-8,76925584472074 ,-8.769255845
1129,-5,9463876848739 ,-5.094638768
1130,-8,76925584472074 ,-8.769255845
1131,-6,41401582486746 ,-6.414015825
1132,-4,86409582918202 ,-4.864095829
1133,-5,75921885327988 ,-5.759218853
1134,-6,41327241000995 ,-6.41327241
1135,-5,75340533679564 ,-5.753405337
1136,-6,41210630175738 ,-6.412106302
1137,-8,76925584472074 ,-8.769255845
1138,-4,53575187961638 ,-4.53575188
1139,-8,7692551699267 ,-8.076925517
1140,-5,76449043412979 ,-5.764490434
1141,-3,41712372435728 ,-3.417123724
1142,-8,76925584472074 ,-8.769255845
1143,-8,76925584472074 ,-8.769255845
1144,-4,86651744197765 ,-4.866517442
1145,-2,36248918444464 ,-2.362489184
1146,-6,41240418622659 ,-6.412404186
1147,-6,41327241000995 ,-6.41327241
1148,-8,76925584472074 ,-8.769255845
1149,-8,76925584472074 ,-8.769255845
1150,-6,41277639517722 ,-6.412776395
1151,-5,8463126709483 ,-5.084631267
1152,-3,71845629249973 ,-3.718456292
1153,-8,76925584472074 ,-8.769255845
1154,-8,76925584472074 ,-8.769255845
1155,-5,75725178868755 ,-5.757251789
1156,-6,41022078283611 ,-6.410220783
1157,-8,76925584472074 ,-8.769255845
1158,-6,41550007624983 ,-6.415500076
1159,-8,76925584472074 ,-8.769255845
1160,-6,4102993448724 ,-6.041029934
1161,-3,47828042621423 ,-3.478280426
1162,-4,26164074118463 ,-4.261640741
1163,-5,75771230275479 ,-5.757712303
1164,-8,76925584472074 ,-8.769255845
1165,-4,67511048097216 ,-4.675110481
1166,-5,76449025307443 ,-5.764490253
1167,-6,41327241000995 ,-6.41327241
1168,-6,41277639517722 ,-6.412776395
1169,-4,86416700335163 ,-4.864167003
1170,-8,76925584472074 ,-8.769255845
1171,-8,76925584472074 ,-8.769255845
1172,-1,59651431999623 ,-1.59651432
1173,-6,41550007624983 ,-6.415500076
1174,-8,76925584472074 ,-8.769255845
1175,-6,41550007584355 ,-6.415500076
1176,-6,41550007624983 ,-6.415500076
1177,-4,16914050596316 ,-4.169140506
1178,-6,41550007624983 ,-6.415500076
1179,-3,36907005080479 ,-3.369070051
1180,-8,76925584472074 ,-8.769255845
1181,-6,41047005361113 ,-6.410470054
1182,-3,13756493188223 ,-3.137564932
1183,-8,76925584472074 ,-8.769255845
1184,-5,3720587055165 ,-5.037205871
1185,-6,41000718707718 ,-6.410007187
1186,-3,20680257354122 ,-3.206802574
1187,-6,41145876494045 ,-6.411458765
1188,-5,37164824313719 ,-5.371648243
1189,-8,76925584472074 ,-8.769255845
1190,-5,9553730256394 ,-5.095537303
1191,-8,76925583211288 ,-8.769255832
1192,-8,76925584472074 ,-8.769255845
1193,-6,41401582486746 ,-6.414015825
1194,-8,76925584472074 ,-8.769255845
1195,-5,75566087981094 ,-5.75566088
1196,-4,68115977958297 ,-4.68115978
1197,-3,3428137689551 ,-3.034281377
1198,-8,76925584472074 ,-8.769255845
1199,-5,7030260956988 ,-5.07030261
1200,-8,76925584472074 ,-8.769255845
1201,-3,9569834853829 ,-3.095698349
1202,-5,9235899117864 ,-5.092358991
1203,-6,41240418622659 ,-6.412404186
1204,-6,41240418622659 ,-6.412404186
1205,-8,76925584472074 ,-8.769255845
1206,-8,76925584472074 ,-8.769255845
1207,-8,76925584472074 ,-8.769255845
1208,-8,76925584472074 ,-8.769255845
1209,-8,76925584472074 ,-8.769255845
1210,-8,76925584472074 ,-8.769255845
1211,-5,9353738074554 ,-5.093537381
1212,-8,76925584472074 ,-8.769255845
1213,-6,41164509060779 ,-6.411645091
1214,-6,41129311007661 ,-6.41129311
1215,-4,68358421690046 ,-4.683584217
1216,-8,76925584472074 ,-8.769255845
1217,-4,84783264827565 ,-4.847832648
1218,-6,41277639779366 ,-6.412776398
1219,-2,29680071087282 ,-2.296800711
1220,-8,76925584472074 ,-8.769255845
1221,-5,76073446865601 ,-5.760734469
1222,-6,41401582486746 ,-6.414015825
1223,-4,7549755868657 ,-4.075497559
1224,-5,37880766594051 ,-5.378807666
1225,-8,76925584472074 ,-8.769255845
1226,-8,76925584472074 ,-8.769255845
1227,-6,41401582486746 ,-6.414015825
1228,-8,76925584472074 ,-8.769255845
1229,-6,41401582486746 ,-6.414015825
1230,-6,40960271594167 ,-6.409602716
1231,-6,41401582486746 ,-6.414015825
1232,-2,55921600822891 ,-2.559216008
1233,-4,68395905995383 ,-4.68395906
1234,-8,76925584472074 ,-8.769255845
1235,-4,68722395470688 ,-4.687223955
1236,-8,76925584472074 ,-8.769255845
1237,-8,76925584472074 ,-8.769255845
1238,-8,76925584472074 ,-8.769255845
1239,-6,41185798703181 ,-6.411857987
1240,-8,76925584472074 ,-8.769255845
1241,-8,76925584472074 ,-8.769255845
1242,-8,76925584472074 ,-8.769255845
1243,-8,76925584472074 ,-8.769255845
1244,-3,1429490049274 ,-3.0142949
1245,-6,41277639517722 ,-6.412776395
1246,-8,76925584472074 ,-8.769255845
1247,-5,75502264974834 ,-5.75502265
1248,-6,41401582486746 ,-6.414015825
1249,-2,34745329653945 ,-2.347453297
1250,-8,76925584472074 ,-8.769255845
1251,-5,75042307063652 ,-5.750423071
1252,-2,62181919240405 ,-2.621819192
1253,-5,76023073296344 ,-5.760230733
1254,-8,76925584472074 ,-8.769255845
1255,-4,53241214231149 ,-4.532412142
1256,-5,37616942988816 ,-5.37616943
1257,-6,41401582486746 ,-6.414015825
1258,-4,18464055711127 ,-4.184640557
1259,-8,76925584472074 ,-8.769255845
1260,-4,69018089241891 ,-4.690180892
1261,-8,76925584472074 ,-8.769255845
1262,-8,76925584472074 ,-8.769255845
1263,-2,9892576072504 ,-2.098925761
1264,-8,76925584472074 ,-8.769255845
1265,-5,75731036349515 ,-5.757310363
1266,-8,76925584472074 ,-8.769255845
1267,-6,41277639517722 ,-6.412776395
1268,-8,76925584472074 ,-8.769255845
1269,-6,4106627954016 ,-6.04106628
1270,-3,41429049374391 ,-3.414290494
1271,-1,9177044037241 ,-1.09177044
1272,-6,41277639517722 ,-6.412776395
1273,-8,76925584472074 ,-8.769255845
1274,-8,76925584472074 ,-8.769255845
1275,-1,73982747653055 ,-1.739827477
1276,-5,7956303772511 ,-5.079563038
1277,-8,76925584472074 ,-8.769255845
1278,-4,70090265242523 ,-4.700902652
1279,-6,41550007624983 ,-6.415500076
1280,-5,75327938528824 ,-5.753279385
1281,-5,75947571318277 ,-5.759475713
1282,-5,37129049767371 ,-5.371290498
1283,-8,76925584472074 ,-8.769255845
1284,-8,76925584472074 ,-8.769255845
1285,-6,40636105606285 ,-6.406361056
1286,-8,76925584469132 ,-8.769255845
1287,-8,76925584472074 ,-8.769255845
1288,-8,76925584132725 ,-8.769255841
1289,-8,76925584472074 ,-8.769255845
1290,-8,76925584472074 ,-8.769255845
1291,-8,76925584472074 ,-8.769255845
1292,-8,76925584472074 ,-8.769255845
1293,-8,76925584472074 ,-8.769255845
1294,-5,75722438016026 ,-5.75722438
1295,-2,96451146357582 ,-2.964511464
1296,-8,76925584472074 ,-8.769255845
1297,-6,41277639517722 ,-6.412776395
1298,-3,59138190772978 ,-3.591381908
1299,-8,76925584472074 ,-8.769255845
1300,-8,76925584472074 ,-8.769255845
1301,-4,55075933301962 ,-4.550759333
1302,-8,76925584472074 ,-8.769255845
1303,-2,61159691450214 ,-2.611596915
1304,-5,37592214347891 ,-5.375922143
1305,-6,41277639517722 ,-6.412776395
1306,-5,36983413645171 ,-5.369834136
1307,-6,41277639517717 ,-6.412776395
1308,-8,76925584472074 ,-8.769255845
1309,-2,14728143631247 ,-2.147281436
1310,-6,41277639517722 ,-6.412776395
1311,-4,38375453542732 ,-4.383754535
1312,-8,76925584472074 ,-8.769255845
1313,-6,41327241000995 ,-6.41327241
1314,-8,76925584472064 ,-8.769255845
1315,-6,41056332069865 ,-6.410563321
1316,-6,41185798703181 ,-6.411857987
1317,-5,76299046687814 ,-5.762990467
1318,-8,76925584472074 ,-8.769255845
1319,-8,76925584472074 ,-8.769255845
1320,-5,76073446865601 ,-5.760734469
1321,-6,41210630175738 ,-6.412106302
1322,-3,32130379461218 ,-3.321303795
1323,-5,75298226239145 ,-5.752982262
1324,-6,41401582486746 ,-6.414015825
1325,-4,86783067434439 ,-4.867830674
1326,-4,86145146753608 ,-4.861451468
1327,-5,75644896883484 ,-5.756448969
1328,-3,58309385452459 ,-3.583093855
1329,-6,41277828711919 ,-6.412778287
1330,-6,41401582486746 ,-6.414015825
1331,-6,41114399510273 ,-6.411143995
1332,-8,76925584472074 ,-8.769255845
1333,0,110811915100336 ,-1.108119151
1334,-5,37659000519748 ,-5.376590005
1335,-5,75735511807104 ,-5.757355118
1336,-8,76925584472074 ,-8.769255845
1337,-6,41327241000995 ,-6.41327241
1338,-6,41145876494045 ,-6.411458765
1339,-6,41550007624983 ,-6.415500076
1340,-5,75981285056421 ,-5.759812851
1341,-6,41401582486746 ,-6.414015825
1342,-3,69675454404451 ,-3.696754544
1343,-5,8509864395102 ,-5.085098644
1344,-8,76925584472074 ,-8.769255845
1345,-8,76925584472074 ,-8.769255845
1346,-5,37085872518472 ,-5.370858725
1347,-6,41550007624984 ,-6.415500076
1348,-5,76080189749891 ,-5.760801897
1349,-4,7334091035492 ,-4.07334091
1350,-8,76925584472074 ,-8.769255845
1351,-6,41401582486746 ,-6.414015825
1352,-6,41210630175738 ,-6.412106302
1353,-6,41164509060779 ,-6.411645091
1354,-6,41129311009022 ,-6.41129311
1355,-2,941632676401 ,-2.009416327
1356,-5,37057571433993 ,-5.370575714
1357,-8,76925584472074 ,-8.769255845
1358,-5,8359870836031 ,-5.083598708
1359,-6,41550007624983 ,-6.415500076
1360,-3,29119875417959 ,-3.291198754
1361,-4,67463564133793 ,-4.674635641
1362,-8,76925584472074 ,-8.769255845
1363,-6,41401582486746 ,-6.414015825
1364,-6,41327241000995 ,-6.41327241
1365,-6,41185798703181 ,-6.411857987
1366,-6,41327241001643 ,-6.41327241
1367,-6,41327241000995 ,-6.41327241
1368,-8,76925584472074 ,-8.769255845
1369,-6,41210890437686 ,-6.412108904
1370,-3,38849398494821 ,-3.388493985
1371,-1,3014530268008 ,-1.030145303
1372,-6,41129311007661 ,-6.41129311
1373,-6,41277639517722 ,-6.412776395
1374,-5,75300647941651 ,-5.753006479
1375,-2,95364985417889 ,-2.953649854
1376,-4,17772905706055 ,-4.177729057
1377,-8,76916204562143 ,-8.769162046
1378,-6,41277639517722 ,-6.412776395
1379,-8,76925584472074 ,-8.769255845
1380,-8,76925584472074 ,-8.769255845
1381,-6,41164509060779 ,-6.411645091
1382,-8,76925584472074 ,-8.769255845
1383,-8,76925584472074 ,-8.769255845
1384,-6,40982031789668 ,-6.409820318
1385,-8,76925584472074 ,-8.769255845
1386,-3,53026727776575 ,-3.530267278
1387,-8,76925584472074 ,-8.769255845
1388,-5,76449025307443 ,-5.764490253
1389,-8,76925584472074 ,-8.769255845
1390,-5,75879581932637 ,-5.758795819
1391,-5,9100669721294 ,-5.091006697
1392,-8,76925584472074 ,-8.769255845
1393,-8,76925584472074 ,-8.769255845
1394,-8,76925584472074 ,-8.769255845
1395,-8,76925584472074 ,-8.769255845
1396,-2,332925484734 ,-2.003329255
1397,-8,76925584472074 ,-8.769255845
1398,-1,31104455662304 ,-1.311044557
1399,-8,76925584472074 ,-8.769255845
1400,-4,13706413134478 ,-4.137064131
1401,-8,76925584472074 ,-8.769255845
1402,-4,24840147046327 ,-4.24840147
1403,-5,9166546737636 ,-5.091665467
1404,-8,76925584472074 ,-8.769255845
1405,-5,8276441242129 ,-5.082764412
1406,-5,8968040515905 ,-5.089680405
1407,-8,76925584472074 ,-8.769255845
1408,-8,76925584472074 ,-8.769255845
1409,-5,8222167037411 ,-5.08222167
1410,-8,76925584472074 ,-8.769255845
1411,-8,76925584472074 ,-8.769255845
1412,-8,76925584472074 ,-8.769255845
1413,-8,76925584472074 ,-8.769255845
1414,-5,75601966428356 ,-5.756019664
1415,-5,75843345955504 ,-5.75843346
1416,-8,76925584472074 ,-8.769255845
1417,-8,76925584472074 ,-8.769255845
1418,-8,76925584472074 ,-8.769255845
1419,-5,76073447014818 ,-5.76073447
1420,-5,75203606586818 ,-5.752036066
1421,-3,10051570524285 ,-3.100515705
1422,-1,93644597842875 ,-1.936445978
1423,-6,41401582486746 ,-6.414015825
1424,-3,13319910784777 ,-3.133199108
1425,-8,76925584472074 ,-8.769255845
1426,-6,41401582486746 ,-6.414015825
1427,-6,41550007624983 ,-6.415500076
1428,-4,68519547569423 ,-4.685195476
1429,-3,49262657034416 ,-3.49262657
1430,-6,41210630175738 ,-6.412106302
1431,-1,53670443381444 ,-1.536704434
1432,-8,76925584472074 ,-8.769255845
1433,-4,8608092250603 ,-4.086080923
1434,-8,76925584472074 ,-8.769255845
1435,-6,41145876494045 ,-6.411458765
1436,-8,76925584472074 ,-8.769255845
1437,-8,76925584472074 ,-8.769255845
1438,-6,41327241000995 ,-6.41327241
1439,-5,880078314807 ,-5.008800783
1440,-8,76925584472074 ,-8.769255845
1441,-8,76925584472074 ,-8.769255845
1442,-8,76916211628508 ,-8.769162116
1443,-5,3710395879772 ,-5.037103959
1444,-5,8961422460491 ,-5.089614225
1445,-1,50777157915992 ,-1.507771579
1446,-5,37954640724315 ,-5.379546407
1447,-8,76925584472074 ,-8.769255845
1448,-8,76925584472074 ,-8.769255845
1449,-6,41277639517722 ,-6.412776395
1450,-8,76925584472074 ,-8.769255845
1451,-4,69010580994664 ,-4.69010581
1452,-6,41401582486746 ,-6.414015825
1453,-8,76925584472074 ,-8.769255845
1454,-4,87022690733029 ,-4.870226907
1455,-5,9151603559845 ,-5.091516036
1456,-6,41014614287499 ,-6.410146143
1457,-8,76925584472074 ,-8.769255845
1458,-8,76925515729721 ,-8.769255157
1459,-4,65769222707753 ,-4.657692227
1460,-5,75997976304563 ,-5.759979763
1461,-6,40994226852237 ,-6.409942269
1462,-6,41401582486746 ,-6.414015825
1463,-6,41327241000995 ,-6.41327241
1464,-2,84254163359256 ,-2.842541634
1465,-6,41145876494045 ,-6.411458765
1466,-4,52600176675235 ,-4.526001767
1467,-8,76925584472074 ,-8.769255845
1468,-5,75524393100042 ,-5.755243931
1469,-5,9121460717773 ,-5.091214607
1470,-6,41401582486746 ,-6.414015825
1471,-3,32160375525169 ,-3.321603755
1472,-2,2339461282244 ,-2.023394613
1473,-8,76925584472074 ,-8.769255845
1474,-6,41550004412395 ,-6.415500044
1475,-5,9070746525936 ,-5.090707465
1476,-4,6105469290022 ,-4.061054693
1477,-3,60802719478542 ,-3.608027195
1478,-8,76925584472074 ,-8.769255845
1479,-6,40924426016357 ,-6.40924426
1480,-5,75595104157669 ,-5.755951042
1481,-8,76925584472074 ,-8.769255845
1482,-3,31347882107293 ,-3.313478821
1483,-2,86687250212601 ,-2.866872502
1484,-8,76925584472074 ,-8.769255845
1485,-4,67680366474603 ,-4.676803665
1486,-8,76925584472074 ,-8.769255845
1487,-6,41327241000995 ,-6.41327241
1488,-8,76925584472074 ,-8.769255845
1489,-8,76925584472074 ,-8.769255845
1490,-6,41210630175738 ,-6.412106302
1491,-4,25257086652824 ,-4.252570867
1492,-6,41277639517722 ,-6.412776395
1493,-6,41550007624983 ,-6.415500076
1494,-8,76925584472074 ,-8.769255845
1495,-6,41145876494696 ,-6.411458765
1496,-8,76925584472074 ,-8.769255845
1497,-8,76925584472074 ,-8.769255845
1498,-8,76925584465946 ,-8.769255845
1499,-5,75613765101224 ,-5.756137651
1500,-5,76148869920916 ,-5.761488699
1501,-5,7555939134706 ,-5.075559391
1502,-8,76925584472074 ,-8.769255845
1503,-4,39953218800582 ,-4.399532188
1504,-5,37616942989042 ,-5.37616943
1505,-4,26651261696151 ,-4.266512617
1506,-2,37708019999963 ,-2.3770802
1507,-6,41401582486746 ,-6.414015825
1508,-8,76925584472074 ,-8.769255845
1509,-4,53211680091408 ,-4.532116801
1510,-6,41401582486746 ,-6.414015825
1511,-5,75716666761679 ,-5.757166668
1512,-6,41240418622659 ,-6.412404186
1513,-6,41210630175738 ,-6.412106302
1514,-5,37189308264907 ,-5.371893083
1515,-8,76925584472074 ,-8.769255845
1516,-8,76925584472074 ,-8.769255845
1517,-8,76925584472074 ,-8.769255845
1518,-5,375724831112 ,-5.003757248
1519,-3,15755173045051 ,-3.15755173
1520,-5,76449025307443 ,-5.764490253
1521,-4,41894593068389 ,-4.418945931
1522,-8,76925584472074 ,-8.769255845
1523,-5,3720706087999 ,-5.037207061
1524,-5,9353737177151 ,-5.093537372
1525,-8,76925584472074 ,-8.769255845
1526,-3,98168635177425 ,-3.981686352
1527,-5,37518046459386 ,-5.375180465
1528,-6,41129311007661 ,-6.41129311
1529,-5,37411897502924 ,-5.374118975
1530,-8,76925584472074 ,-8.769255845
1531,-8,76925584472074 ,-8.769255845
1532,-8,76925584472074 ,-8.769255845
1533,-6,41327241000995 ,-6.41327241
1534,-3,96365431040346 ,-3.96365431
1535,-8,76925584472074 ,-8.769255845
1536,-8,76925584472074 ,-8.769255845
1537,-8,76925584472074 ,-8.769255845
1538,-5,3667098143229 ,-5.036670981
1539,-8,76925584472074 ,-8.769255845
1540,-8,76925584472074 ,-8.769255845
1541,-8,76925584472074 ,-8.769255845
1542,-6,41401582486746 ,-6.414015825
1543,-5,37444036784615 ,-5.374440368
1544,-8,76925584472074 ,-8.769255845
1545,-8,76925584472074 ,-8.769255845
1546,-8,76925584472074 ,-8.769255845
1547,-6,41076936373693 ,-6.410769364
1548,-6,41210630175738 ,-6.412106302
1549,-6,41327241000995 ,-6.41327241
1550,-3,16112564112056 ,-3.161125641
1551,-8,76925584472074 ,-8.769255845
1552,-3,89739102102767 ,-3.897391021
1553,-8,76925584472074 ,-8.769255845
1554,-8,76925584472074 ,-8.769255845
1555,-2,49363884662589 ,-2.493638847
1556,-8,76925584472064 ,-8.769255845
1557,-5,76135639173392 ,-5.761356392
1558,-8,76925584472074 ,-8.769255845
1559,-8,76925584472074 ,-8.769255845
1560,-8,76925584472074 ,-8.769255845
1561,-4,40649913146279 ,-4.406499131
1562,-5,75747194579996 ,-5.757471946
1563,-3,96725615481075 ,-3.967256155
1564,-8,76925584472074 ,-8.769255845
1565,-5,899093072694 ,-5.008990931
1566,-4,68188804596623 ,-4.681888046
1567,-6,41047005360757 ,-6.410470054
1568,-3,1405962048879 ,-3.01405962
1569,-8,76925584472074 ,-8.769255845
1570,-2,28056989883359 ,-2.280569899
1571,-6,41277639517722 ,-6.412776395
1572,-4,86212278364637 ,-4.862122784
1573,-3,83462649144679 ,-3.834626491
1574,-8,76925584472074 ,-8.769255845
1575,-5,9428745795687 ,-5.094287458
1576,-6,41327241000995 ,-6.41327241
1577,-8,76925584472074 ,-8.769255845
1578,-8,76925584472074 ,-8.769255845
1579,-8,76925584472074 ,-8.769255845
1580,-5,36519292392812 ,-5.365192924
1581,-8,76925584472074 ,-8.769255845
1582,-8,76925584472074 ,-8.769255845
1583,-6,41240418581711 ,-6.412404186
1584,-4,68170655520764 ,-4.681706555
1585,-3,2974867288794 ,-3.029748673
1586,-4,6833153019484 ,-4.06833153
1587,-8,76925584472074 ,-8.769255845
1588,-8,76925584472074 ,-8.769255845
1589,-8,76925584472064 ,-8.769255845
1590,-5,76023073296341 ,-5.760230733
1591,-6,40769744083183 ,-6.407697441
1592,-4,6802775567515 ,-4.068027756
1593,-4,8163778220553 ,-4.081637782
1594,-5,7742053446669 ,-5.077420534
1595,-8,76925584472074 ,-8.769255845
1596,-5,75711040744622 ,-5.757110407
1597,-8,76925583211178 ,-8.769255832
